name,ofname,countryofreg,countryofown,owner,users,purpose,detpurpose,clasorbit,typeorbit,longitudegeo,perigee,apogee,eccentricity,inclination,period,launchmass,drymass,power,datelaunch,explifetime,contractor,countrycontractor,launchsite,launchvehicle
Jilin-1 (High Resolution 03-A),Jilin-1,NR,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0,555,575,1.44E-03,45,96,42,,,6/5/19,,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
"Jilin-1 (Lingqiao-A, Lingqiao Video A)",Jilin-1,NR,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging (video),LEO,Sun-Synchronous,0,639,664,1.78E-03,98.04,97.75,95,,,10/7/15,,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
"Jilin-1 (Lingqiao-B, Lingqiao Video B)",Jilin-1,NR,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging (video),LEO,Sun-Synchronous,0,639,663,1.71E-03,98.04,97.74,95,,,10/7/15,,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
Jilin-1 Gaofen 02A,Jilin-1 Gaofen 02A,NR (12/20),China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Multi-Spectral Imaging,LEO,Sun-Synchronous,0,537,554,1.23E-03,97.5,95.4,95,,,11/13/19,,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Kuaizhou 1A
Jilin-1 Gaofen 02B,Jilin-1 Gaofen 02B,NR (12/20),China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,537,553,1.16E-03,97.5,95.4,95,,,12/7/19,,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Kuaizhou 1A
Jilin-1 Gaofen 03B-01 ,Jilin-1 Gaofen 03B-01 ,NR (12/20),China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,531,547,1.16E-03,97.5,94.5,40,,,9/14/20,,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
Jilin-1 Gaofen 03B-02 ,Jilin-1 Gaofen 03B-02 ,NR (12/20),China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,530,546,1.16E-03,97.5,94.5,40,,,9/14/20,,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
Jilin-1 Gaofen 03B-03 ,Jilin-1 Gaofen 03B-03 ,NR (12/20),China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,530,546,1.16E-03,97.5,94.5,40,,,9/14/20,,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
Jilin-1 Gaofen 03B-04 ,Jilin-1 Gaofen 03B-04 ,NR (12/20),China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,530,545,1.09E-03,97.5,94.5,40,,,9/14/20,,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
Jilin-1 Gaofen 03B-05 ,Jilin-1 Gaofen 03B-05 ,NR (12/20),China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,529,546,1.23E-03,97.5,94.5,40,,,9/14/20,,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
Jilin-1 Gaofen 03B-06 ,Jilin-1 Gaofen 03B-06 ,NR (12/20),China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,529,546,1.23E-03,97.5,94.5,40,,,9/14/20,,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
Jilin-1 Gaofen 03C-01 ,Jilin-1 Gaofen 03C-01 ,NR (12/20),China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Video Imaging,LEO,Sun-Synchronous,0,528,546,1.30E-03,97.5,94.5,40,,,9/14/20,,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
Jilin-1 Gaofen 03C-02 ,Jilin-1 Gaofen 03C-02 ,NR (12/20),China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Video Imaging,LEO,Sun-Synchronous,0,528,546,1.30E-03,97.5,94.5,40,,,9/14/20,,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
Jilin-1 Gaofen 03C-03 ,Jilin-1 Gaofen 03C-03 ,NR (12/20),China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Video Imaging,LEO,Sun-Synchronous,0,528,546,1.30E-03,97.5,94.5,40,,,9/14/20,,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11
Jilin-1 Kuanfu-1,Jilin-1 Kuanfu-1,NR (12/20),China,Chang Guang Satellite Technology Co. Ltd. ,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,477,492,1.09E-03,97.3,94.3,95,,,1/15/20,,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 2D
"Jilin-1-1 (Optical A, Lingqiao 1)",Jilin-1,NR,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,638,662,1.71E-03,98.05,97.73,400,,,10/7/15,,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
Jilin-1-10 (Guanpu 2),Jilin-1-10,NR (12/20),China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Multi-Spectral Imaging,LEO,Sun-Synchronous,0,521,538,1.23E-03,97.5,95.2,95,,,1/21/19,3,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 11
Jilin-1-3 (Lingqiao 3),Jilin-1,China,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,531,544,9.41E-04,95.4,97.54,400,,,1/9/17,,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Kuaizhou
Jilin-1-4 (Shipin 4),Jilin-1-4,China,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,532,545,9.41E-04,97.5,95.4,95,,,11/21/17,3,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 6
Jilin-1-5 (Shipin 5),Jilin-1-5,China,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,531,544,9.41E-04,97.5,95.4,95,,,11/21/17,3,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 6
Jilin-1-6 (Shipin 6),Jilin-1-6,China,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,531,544,9.41E-04,97.5,95.4,95,,,11/21/17,3,Chang Guang Satellite Technology Co. Ltd.,China,Taiyuan Launch Center,Long March 6
Jilin-1-7 (Shipin 7),Jilin-1-7,China,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,523,546,1.67E-03,97.5,95.3,95,,,1/18/18,3,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 11
Jilin-1-8 (Shipin 8),Jilin-1-8,China,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,527,546,1.38E-03,97.5,95.3,95,,,1/18/18,3,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 11
Jilin-1-9 (Guanpu 1),Jilin-1-9,NR,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Multi-Spectral Imaging,LEO,Sun-Synchronous,0,521,538,1.23E-03,97.5,95.2,95,,,1/21/19,3,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 11
Jingshi-1 (BNU-1),Jingshi-1,NR,China,Chinese University Corporation for Polar Research,Civil,Earth Observation,Optical Imaging/Automatic Identification System (AIS),LEO,Sun-Synchronous,0,732,749,1.20E-03,98.6,99.6,16,,,9/12/19,,Shenzhen Aerospace Dongfanghong Development Ltd.,China,Taiyuan Launch Center,Long March 4B
JYISat (JO 97),JYISat,NR,Jordan,Crown Prince Foundation,Civil,Communications,Amateur Radio,LEO,Sun-Synchronous,0,573,590,1.22E-03,97.7,93.6,2,,,12/3/18,,Royal Jordanian Radio Amateur Society,Jordan,Vandenberg AFB,Falcon 9
Kaituo-1A (Xinyan-2),Kaituo-1A,NR,China,China Aerospace Science and Technology Corp. (CASC),Government,Technology Development,,LEO,Sun-Synchronous,0,518,536,1.30E-03,97.46,95.18,130,,,9/19/15,,China Aerospace Science and Technology Corp. (CASC),China,Taiyuan Launch Center,Long March 6
Kanopus-B (Kanopus Vulcan 1) ,Canopus-B,Russia,Russia,Scientific Production Corporation (joint stock creation of Russian Space Agency),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,501,505,2.91E-04,97.5,94.7,400,110,300,7/22/12,5,All-Russia Research Institute of Electromechanics (NPP VNIIEM),Russia,Baikonur Cosmodrome,Soyuz-Fregat
Kanopus-V-IK-2,Kanopus-V-IK-2,Russia,Russia,Roscosmos State Corporation,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,505,508,2.18E-04,97.4,94.7,500,,,7/14/17,,Roscosmos,Russia,Baikonur Cosmodrome,Soyuz 2.1a
Kanopus-V-IK-3,Kanopus-V-IK-3,Russia,Russia,Roscosmos State Corporation,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,505,509,2.91E-04,97.4,94.7,500,,,1/31/18,,Roscosmos,Russia,Vostochny Cosmodrome,Soyuz 2.1a
Kanopus-V-IK-4,Kanopus-V-IK-4,Russia,Russia,Roscosmos State Corporation,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,500,509,6.55E-04,97.4,94.7,500,,,1/31/18,,Roscosmos,Russia,Vostochny Cosmodrome,Soyuz 2.1a
Kanopus-V-IK-5,Kanopus-V-IK-5,Russia,Russia,Roscosmos State Corporation,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,503,511,5.82E-04,97.5,94.7,500,,,12/27/18,,Roscosmos,Russia,Vostochny Cosmodrome,Soyuz 2.1a
Kanopus-V-IK-6,Kanopus-V-IK-6,Russia,Russia,Roscosmos State Corporation,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,498,511,9.46E-04,97.5,94.7,500,,,12/27/18,,Roscosmos,Russia,Vostochny Cosmodrome,Soyuz 2.1a
KazEOSat-1 (Kazcosmos Earth Observation Satellite),KazEOSat-1,NR,Kazakhstan,Kazcosmos,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,751,754,2.11E-04,98.53,99.87,830,,"1,200",4/30/14,7.25,Airbus Defence and Space,France,Guiana Space Center,Vega
KazEOSat-2 (kazcosmos Earth Observation Satellite),KazEOSat-2,NR,Kazakhstan,Kazcosmos,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,612,636,1.72E-03,97.99,97.19,185,,55,6/19/14,7,Surrey Satellite Technology Ltd.,UK,Dombarovsky Air Base,Dnepr
KazSat-2,KazSat-2,Kazakhstan,Kazakhstan,JSC KazSat,Commercial,Communications,,GEO,,86.5,"35,786","35,788",2.37E-05,0.03,1436.13,"1,300",,,7/15/11,12,Khrunichev,Russia,Baikonur Cosmodrome,Proton M
KazSat-3,KazSat-3,NR,Kazakhstan,JSC KazSat,Commercial,Communications,,GEO,,58.5,"35,784","35,789",5.93E-05,0.12,1436.08,,,"5,500",4/28/14,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Proton M
KazSTSAT (Kazakh Science and Technology Satellite),KazSTSAT,NR,Kazakhstan,Ghalam LLP,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,573,589,1.15E-03,97.7,96.3,100,,,12/3/18,5,Surrey Satellite Technology Ltd.,UK,Vandenberg AFB,Falcon 9
Kent Ridge 1,Kent Ridge 1,NR,Singapore,National University of Singapore,Civil,Earth Observation,Optical Imaging,LEO,Equatorial,0,534,551,1.23E-03,14.98,95.49,78,,,12/16/15,,National University of Singapore,Singapore,Satish Dhawan Space Centre,PSLV-C29
Kepler-2 CASE,Kepler-2 CASE,NR,Canada,Kepler Communications,Commercial,Communications,,LEO,Sun-Synchronous,0,476,500,1.75E-03,97.4,95,4,,,11/29/18,,Clyde Space,UK,Satish Dhawan Space Centre,PSLV
Kepler-3 TARS,Kepler-3 TARS,NR (12/20),Canada,Kepler Communications,Commercial,Communications,,LEO,Sun-Synchronous,0,531,535,2.90E-04,97.5,94.1,9,,,9/2/20,,Clyde Space,UK,Guiana Space Center,Vega
Kepler-4 ANTILLES,Kepler-4 ANTILLES,NR (12/20),Canada,Kepler Communications,Commercial,Communications,,LEO,Sun-Synchronous,0,552,568,1.15E-03,97.7,95.8,9,,,9/28/20,,Kepler Aerospace,Canada,Plesetsk Cosmodrome,Soyuz 2.1b
Kepler-5 AMIDALA,Kepler-5 AMIDALA,NR (12/20),Canada,Kepler Communications,Commercial,Communications,,LEO,Sun-Synchronous,0,552,568,1.15E-03,97.7,95.8,9,,,9/28/20,,Kepler Aerospace,Canada,Plesetsk Cosmodrome,Soyuz 2.1b
KestrelEye IIM,KestrelEye IIM,USA,USA,US Army Space and Missile Defense Command/Army Forces Strategic Command,Military,Earth Observation/Technology Development,Optical Imaging,LEO,Non-Polar Inclined,0,400,407,5.17E-04,51.6,92.6,50,,,10/24/17,,U.S. Army Space and Missile Defense Command/Army Forces Strategic Command,USA,International Space Station,Nanorack Deployer
"Keyhole 5 (Advanced KH-11, KH-12-5, Improved Crystal, EIS-3, USA 186)",USA 186,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,Elliptical,0,264,"1,050",5.59E-02,97.9,97,"18,000","10,000",,10/19/05,5,Lockheed Martin,USA,Vandenberg AFB,Titan IV
"Keyhole 6 (NRO L49, Advanced KH-11, KH-12-6, Improved Crystal, USA 224)",USA 224,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,Elliptical,0,200,"1,000",5.74E-02,97.8,97,"18,000","10,000",,1/20/11,5,Lockheed Martin,USA,Vandenberg AFB,Delta 4 Heavy
"Keyhole 7 (NRO L65, Advanced KH-11, Improved Crystal, USA 245)",USA 245,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,Elliptical,0,257,997,5.29E-02,97.8,97.25,"18,000","10,000",,8/28/13,5,Lockheed Martin,USA,Vandenberg AFB,Delta 4 Heavy
"Keyhole 8 (NRO L71, Advanced KH-11, Improved Crystal Block 5, USA 290)",USA 290,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,Polar,0,395,419,1.77E-03,74,92.7,"18,000","10,000",,1/19/19,5,Lockheed Martin,USA,Vandenberg AFB,Delta 4 Heavy
KhalifaSat,KhalifaSat,United Arab Emirates,United Arab Emirates,Emirates Institution for Advanced Science & Technology (EIAST),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,597,616,1.36E-03,97.8,96.8,330,,,10/29/18,,Mohammed bin Rashid Space Center,United Arab Emirates,Tanegashima Space Center,H2A
KIPP-1 ,KIPP-1,NR,United Kingdom,Kepler Communications,Commercial,Communications,Internet of Things (IoT),LEO,Sun-Synchronous,0,528,547,1.38E-03,97.5,95.3,10,,,1/18/18,,Clyde Space,UK,Jiuquan Satellite Launch Center,Long March 11
Kirameki 2 (DSN-2),Kirameki 2,Japan,Japan,Ministry of Defense,Military,Communications,,GEO,,92.97,"35,764","35,810",5.46E-04,0.1,1436.1,,,,1/24/17,15,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A
KJSY-1 (Kongjian Shiyan-1),KJSY-1,NR,China,Tsinghua University,Civil,Technology Development,,LEO,Sun-Synchronous,0,520,540,1.45E-03,97.46,95.23,1,,,9/19/15,,Tsinghua University,China,Taiyuan Launch Center,Long March 6
"KKS-1 (Kouku Kousen Satellite One, Kiseki)",KKS-1,Japan,Japan,Tokyo Metropolitan College of Industrial Technology,Civil,Technology Development,,LEO,Sun-Synchronous,0,651,667,1.14E-03,98.03,97.92,3,,,1/23/09,1,Tokyo Metropolitan College of Industrial Technology,Japan,Tanegashima Space Center,H2A
KL-Alpha-A ,KL-Alpha-A ,NR (12/20),Germany,KLEO Connect,Commercial,Technology Development,,LEO,Polar,0,"1,044","1,056",8.09E-04,88.9,106.2,,,,11/17/19,,"Innovation Academy for Microsatellites, Chinese Academy of Sciences",China,Jiuquan Satellite Launch Center,Kuaizhou 1A
KL-Alpha-B,KL-Alpha-B,NR (12/20),Germany,KLEO Connect,Commercial,Technology Development,,LEO,Polar,0,"1,045","1,430",2.53E-02,88.9,110.2,,,,11/17/19,,"Innovation Academy for Microsatellites, Chinese Academy of Sciences",China,Jiuquan Satellite Launch Center,Kuaizhou 1A
"Kompsat-2 (Arirang 2, Korean planned Multipurpose Satellite-2)",Kompsat-2,South Korea,South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation/Technology Development,Optical Imaging,LEO,Sun-Synchronous,0,676,698,1.56E-03,98.2,98.5,800,,955,7/28/06,3,Korea Aerospace Research Institute (KARI)/ EADS Astrium,South Korea/France/UK/Germany,Plesetsk Cosmodrome,Rokot
"Kompsat-3 (Arirang 3, Korean Multipurpose Satellite-3)",Kompsat-3,South Korea,South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,679,696,1.20E-03,98.2,98.5,980,,"1,300",5/17/12,4,Korea Aerospace Research Institute (KARI)/ EADS Astrium,South Korea/France/UK/Germany,Tanegashima Space Center,H2A
"Kompsat-3A (Arirang 3A, Korean Multipurpose Satellite-3A)",Kompsat-3A,South Korea,South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,522,540,1.30E-03,97.5,95.25,980,,"1,300",3/25/15,4,Korea Aerospace Research Institute (KARI),South Korea,Dombarovsky Air Base,Dnepr
"Kompsat-5 (Arirang 5, Korean Multipurpose Satellite-4)",Kompsat-5,South Korea,South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,535,552,1.23E-03,97.6,95.5,"1,400",,"1,400",8/22/13,5,Korea Aerospace Research Institute (KARI),South Korea,Dombarovsky Air Base,Dnepr
Kondor (Cosmos 2487),Cosmos 2487,Russia,Russia,Ministry of Defense,Military,Earth Observation,Radar Imaging,LEO,Polar,0,497,501,2.91E-04,74.73,94.6,"1,150",,,6/27/13,,NPO Mashinostroyeniya,Russia,Baikonur Cosmodrome,Strela
Koreasat 5 (Mugungwha 5),Koreasat 5,South Korea,South Korea,KT Corporation/Korean Agency for Defense Development (ADD),Military/Commercial,Communications,,GEO,,113.08,"35,780","35,792",1.42E-04,0.02,1436.1,"4,450",,,8/22/06,,Thales Alenia Space,France/Italy,Sea Launch Odyssey,Zenit 3SL
Koreasat 5A (Mugungwha 5A),Koreasat 5A,South Korea,South Korea,KT Corporation,Commercial,Communications,,GEO,,113,"35,787","35,799",1.42E-04,0,1436,"3,700",,"6,500",10/30/17,15,Thales Alenia Space,France/Italy,Cape Canaveral,Falcon 9
Koreasat 6 (Mugungwha 6),Koreasat 6,South Korea,South Korea,KT Corporation,Commercial,Communications,,GEO,,116,"35,780","35,794",1.66E-04,0.05,1436.12,"2,850","1,150",,12/29/10,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5
Koreasat 7 (Mugungwha 7),Koreasat 7,South Korea,South Korea,KT Corporation,Commercial,Communications,,GEO,,116,"35,781","35,791",1.19E-04,0,1436.08,"3,680",,,5/4/17,15,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5
KSM-1A (Kleos Scouting Mission 1A),KSM-1A,NR (12/20),Luxembourg,Kleos Space,Commercial,Earth Observation,Radio Frequency Monitoring,LEO,Non-Polar Inclined,0,564,576,8.65E-04,36.9,96.1,,,,11/7/20,,Kleos Space,Luxembourg,Satish Dhawan Space Centre,PSLV
KSM-1B (Kleos Scouting Mission 1B),KSM-1B,NR (12/20),Luxembourg,Kleos Space,Commercial,Earth Observation,Radio Frequency Monitoring,LEO,Non-Polar Inclined,0,562,575,9.37E-04,36.9,96.1,,,,11/7/20,,Kleos Space,Luxembourg,Satish Dhawan Space Centre,PSLV
KSM-1C (Kleos Scouting Mission 1C),KSM-1C,NR (12/20),Luxembourg,Kleos Space,Commercial,Earth Observation,Radio Frequency Monitoring,LEO,Non-Polar Inclined,0,561,575,1.01E-03,36.9,96.1,,,,11/7/20,,Kleos Space,Luxembourg,Satish Dhawan Space Centre,PSLV
KSM-1D (Kleos Scouting Mission 1D),KSM-1D,NR (12/20),Luxembourg,Kleos Space,Commercial,Earth Observation,Radio Frequency Monitoring,LEO,Non-Polar Inclined,0,562,574,8.65E-04,36.9,96.1,,,,11/7/20,,Kleos Space,Luxembourg,Satish Dhawan Space Centre,PSLV
KX-09,KX-09,NR,China,Chinese Academy of Sciences,Government,Space Science,,LEO,Sun-Synchronous,0,592,609,1.22E-03,97.8,9,,,,8/30/19,,Chinese Academy of Sciences,China,Jiuquan Satellite Launch Center,Kuaizhou 1A
"Lacrosse/Onyx 3 (Lacrosse-3, USA 133)",USA 133,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,0,671,675,2.84E-04,57,98.2,"14,500",,,10/24/97,5,Lockheed Martin Astronautics,USA,Vandenberg AFB,Titan IV
"Lacrosse/Onyx 4 (Lacrosse-4, USA 152)",USA 152,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,0,574,676,7.29E-03,68,97.21,"14,500",,,8/17/00,9,Lockheed Martin Astronautics,USA,Vandenberg AFB,Titan IV
"Lacrosse/Onyx 5 (Lacrosse-5, NROL 16, USA 182)",USA 182,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,0,713,716,2.12E-04,57.01,99.08,"14,500",,,4/30/05,9,Lockheed Martin Astronautics,USA,Cape Canaveral,Titan 4B
LacunaSat-3,LacunaSat-3,NR (12/20),United Kingdom,Lacuna Space,Commercial,Communications,Internet of Things (IoT),LEO,Sun-Synchronous,0,552,567,1.08E-03,97.7,95.8,5,,,9/28/20,,Open Cosmos,UK,Plesetsk Cosmodrome,Soyuz 2.1b
Ladybird 1 (Piao chong 1),Ladybird 1,NR,China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,Internet of Things (IoT),LEO,Sun-Synchronous,0,531,549,1.30E-03,97.6,95.4,100,,,12/7/18,,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
Ladybird 2 (Piao chong 2),Ladybird 2,NR,China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,Internet of Things (IoT),LEO,Sun-Synchronous,0,530,549,1.37E-03,97.6,95.4,8,,,12/7/18,,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
Ladybird 3 (Piao chong 3),Ladybird 3,NR,China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,Internet of Things (IoT),LEO,Sun-Synchronous,0,529,550,1.52E-03,97.6,95.4,8,,,12/7/18,,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
Ladybird 4 (Piao chong 4),Ladybird 4,NR,China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,Internet of Things (IoT),LEO,Sun-Synchronous,0,529,549,1.45E-03,97.6,95.4,8,,,12/7/18,,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
Ladybird 5 (Piao chong 5),Ladybird 5,NR,China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,Internet of Things (IoT),LEO,Sun-Synchronous,0,528,549,1.52E-03,97.6,95.4,4,,,12/7/18,,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
Ladybird 6 (Piao chong 6),Ladybird 6,NR,China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,Internet of Things (IoT),LEO,Sun-Synchronous,0,528,549,1.52E-03,97.6,95.4,4,,,12/7/18,,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
Ladybird 7 (Piao chong 7),Ladybird 7,NR,China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,Internet of Things (IoT),LEO,Sun-Synchronous,0,529,549,1.45E-03,97.6,95.4,4,,,12/7/18,,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D
Landmapper BC3.v2 ,Landmapper BC3.v2,USA,USA,Astro Digital,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,496,502,4.37E-04,97.5,94.5,11,,,1/11/18,5,Astro Digital,USA,Satish Dhawan Space Centre,PSLV
Landmapper BC4,Landmapper BC4,USA,USA,Astro Digital,Commercial,Earth Observation ,Multi-Spectral Imaging,LEO,Sun-Synchronous,0,575,590,1.08E-03,97.7,96.3,11,,,12/3/18,5,Astro Digital,USA,Vandenberg AFB,Falcon 9
